,text,rated,coloring,date,bank,theme,name,sex
223,"На просторах интернета по поиску банков для рефенансирования увидел наименьший процент 12,50%. Отправил онлайн заявку, мне перезвонили в 15-51 29.07.2017 с номера 8 945 287 61 00 спросили оставлял ли я заявку ну и все в этом роде. Я спросил по поводу % ставки по рефенансированию и ежемесячный платеж на 60 месяцев, мене назвала девушка 10300, Конечно же меня все устроило. Она спросила будем ли оформлять заявку дальше на что я ответил что заполним в филиале в г. Камышине Ленина 30 помещение 149. Девушка спросила когда я смогу подъехать на что я ответил во вторник 01.08.2017. В понедельник 31.07.2017 я позвонил в свой банк в г. Камышине и спросил есть ли заявка, мне сказали есть, сумма совпадала, заявка определилась. Задал вопрос по поводу документов, мне ответили. Приехав вечером 31.07.2017 в банк, девушка которая занималась оформлением назвала сумму которую одобряет банк в размере 118000, конечно же меня эта сумма не устроила. ТАК ПОЧЕМУ ЖЕ ТАК ОТНОСЯТСЯ К СВОИМ ЗАЕМЩИКАМ. ТЕМ БОЛЕЕ ЧТО КРЕДИТ В 320000 БРАЛИ ДО ЭТОГО И ПОЧТИ ДОСРОЧНО ЕГО ПОГАСИЛИ. ОЧЕНЬ НЕ ХОРОШО ОБОШЛИСЬ СО МНОЙ И С ЗАРПЛАТНОЙ КАРТОЙ, ЖДАЛ 3,5 МЕСЯЦА КОРМИЛИ МЕНЯ ЗАВТРАКОМ КАЖДЫЕ ДВЕ НЕДЕЛИ ТО НЕ ТУДА ОТПРАВИЛИ ТО ПОТЕРЯЛАСЬ ТО ЕЩЕ ЧТО ТО.Не компетентные сотрудники банка, которые называют некорректные данные и обещают получит кредит, не компетентность сотрудников и в плане информационном по телефону с клиентом. При оформлении зарплатной карты ждал 3,5 месяца после чего надоело ждать и слушать отговорки.",1,bad,"31 июля, 2017",gazprombank,Кредиты наличными,Павел,male
224,"После передачи прав по моему договору ипотечного кредитования из банка РОСТБАНК в БИНБАНК Москва уже неско­лько лет веду настоящую бор­ьбу за свои права с БИНБАНКОМ по единственной проблеме - некорректные графики платежей по ипотечному кредитованию - завышение суммы обязательного ежем­есячного платежа, утерей до­срочных гашений, нач­исленных процентов и, как следствие, завы­шенный (!!!) остаток задолженности по Ос­новному долгу. Каждый месяц после оплаты кредита я получаю в отделениях Банка кривой график платежей и направляю заявление на имя Президента компании с указанием проблемы, но либо Ба­нк отвечает, что про­блема решена и я обр­ащаюсь за новым граф­иком и вижу в нем те же не­корректные данные, либо Банк не реагирует на мои заявления, закрывая мои обращения статусом ""проблема решена"". Подобные разбирательства с Банком веду с 2015 года, каждый месяц новые заявления, новые эмоции и, увы, полнейшее бездействие Банка. От безвыходности я несколько раз обращался к специалисту (представителю БИНБ­АНКА) на сайте *****, с жалобой в контролирующие органы Роспотребнадз­ора, в Министерство Финансов РФ за помощью и оказанием содейс­твия мне, давления на Ба­нк со стороны государственных органов. Казалось, в какой-то момент проблема решена, но, к сожалению, все безуспешн­о, Банк снова ошибае­тся (причем, в свою пользу!), снова заявления и снова ожидания. А срок ипотеки под­ходит к концу, данные в графике с ноября 2016 года некорректные: неверная сумма ежемесячного платежа, начисленные проценты и остаток кредита. Я считаю, что БИНБАНК ведет мошеннические дейс­твия, увеличивая в односто­роннем порядке основной долг заемщика, при этом не пытаясь разобраться в проб­леме. Прошу данное за­явление считать офиц­иальным и принять ме­ры для привлечения БИНБАНКА к ответствен­ности вплоть до лише­ния лицензии на осущ­ествление банковской деятельности.",1,bad,"31 июля, 2017",binbank,Кредиты наличными,Дмитрий,male
225,"Оставлю негативный отзыв. На сайте Бинбанк черным по белом написаны требования к заемщику - стаж работы от 4 месяцев. Оставила заявку на сайте 10.07, перезвонили, рассчитали сумму, прислали список документов на почту, отправили в банк. Документы подала, их даже не проверяли, просто забрали и сказали, перезвоним. Перезванивают, сообщают:""Отказ, т.к. вы на последнем месте работы 4 месяца, менее полугода"". Как так? У вас на сайте в разделе ""требования к заемщику написано от 4 месяцев"". ""А это для ипотеки первичной, а для рефинансирования надо 6...""Где это написано? Нигде! По телефону меня не спросили мой стаж, в списке документов, которые мне сбросили электронку, слова о стаже нет вообще. Отвратительная работа сотрудников.",1,bad,"27 июля, 2017",binbank,Ипотека,,unkn
226,"В прошлом году мы с мужем оформили ипотеку на дом. Какие мы испытали мытарства по оформлению я не буду описывать, потому что не хватит культурных слов, а маты писать нельзя. Оформить страховку заставили в банке за большие деньги, плюс открытие счёта 1500 рублей. Страховка закончилась и мы застраховались в СМО ""Надежда"". В банке мне заявили, что я не правильно застраховалась. Нам нужно страховаться только в тех компаниях которые одобрены этим банком и дали список из которого следует, что аккредитация у них заканчивается в этом году и не факт, что она будет продлена. Поэтому нам изменили график платежей, не уведомив нас. 19 июля мы заплатили очередной платёж (мы вносим сумму больше чем по графику платежей), при этом сотрудник банка не удосужилась сообщить об изменении суммы платежа и сегодня позвонили с головного офиса банка и предъявили претензии по поводу выплаты и наложили штраф. Это как называется? Это просто издевательство. Филиал в г Саяногорск, 7 -38а",1,bad,"26 июля, 2017",rosselkhozbank,Ипотека,Наталья,female
0,"Менеджер банка сказал,что сообщит о решении банка в течении от 3 до 5 дней. Не дождавшись ответа,обратился в банк 06.12.14,где мне сообщили что кредит одобрен и пригласили для оформления кредитного договора на 08.12.14. В назначенный день при оформлении документов произошел технический сбой в работе оборудования банка -в результате кредитный договор не был оформлен, только соглашение на подключение услуги Теле Банка. Уже в течении 2-х дней представители банка не могут предоставить мне какой либо информации о сроках устранения неполадки и предполагаемой дате до оформления договора.Сегодня обратился за разъяснениями на ""горячую линию"",где мне ответили ,что представитель банка свяжется со мной в течении 1 дня. ВопросЫ: 1)В какие сроки устраняются неполадки? 2)Кто и в какой форме должен сообщать клиентам о дальнейшем развитии ситуации? В какие сроки? К сожалению в данной ситуации складывается не очень хорошее мнение о качестве работы персонала банка.",2,bad,"10 дек, 2014",vtb,Обслуживание,Бабарыкин,unkn
1,"На что я ответила, что буквально за несколько месяцев, мой брат брал такой же потреб.кредит по зарплатной карте у вас в банке в этом же отделении на пр-те Вернадского г. Москва и ему сказали, что вы можете сами решить - согласиться или отказаться от страхования, на что он конечно же отказался, так как суммы не маленькие. На мой отказ, мне сказали - в вашем случае отказаться нельзя, иначе не выдадим кредит, сейчас это обязательно, оформлять страхование жизни и здоровья. Ну обязательно, так обязательно, куда ж деваться. Согласилась, подписала все документы. И вот сейчас, зайдя на этот сайт, спустя год, узнаю что это НАВЯЗАННАЯ УСЛУГА, и что кредитные менеджеры просто вводят в заблуждение. Хотелось бы отказаться от данной услуги, так как кредит на пять лет, и страховать оставшиеся 4 года кредита мне совершенно не хочется. Как можно разобраться с данной ситуацией и вернуть деньги за страхование, уплаченные за пять лет вперед? Иначе вынуждена буду заявлять в вышестоящие органы, о навязывании банком дополнительных услуг без права отказаться от них, что вводит в заблуждение потенциальных клиентов вашего банка. Ф.И.О. Миронова Н.В. Заявление на заключение договора о предоставлении кредита на потреб. цели № 148780778 Навязанное Заявление на заключение Договора об оказании услуг в рамках Программы добровольного страхования ""Защита заемщика"" № 148780778-СО1",2,bad,"09 дек, 2014",promsvjazbank,Кредиты наличными,Миронова,unkn
2,"В автосалоне менеджером банка был составлен Кредитный договор № 621/2010-0073060 от 05.12.2014г. В условия Договора помимо суммы для оплаты приобретенного мною ТС в размере 796050 руб. по умолчанию была включена сумма в размере 63047,16 рублей для оплаты по договору страхования жизни. Данная услуга была навязана Банком, что в соответствии с ГК РФ и Законом «О защите прав потребителей» нарушает мои права, учитывая тот факт, что сумма кредита и так выдана под залог приобретенного автомобиля. Также прошу учесть, что при предоставлении мною всех необходимых документов, сотрудником Банка изначально была подана заявка на рассмотрение кредита уже с содержанием условия о страховании жизни, о чем я не была предупреждена изначально. Иначе бы я сделала выбор в сторону другой финансовой организации. Соответственно, получив одобрение на кредит, договор уже содержал вышеуказанное условие. Договора были сложены вместе и мне пришлось их подписать как единый договор. Сотрудник банка не спрашивал моего согласия на включение в сумму кредита данную страховую премию. Так же обращаю внимание на то, что согласно п. 4 Полиса страхования страховая премия подлежит оплаты в течение 3 рабочих дней, а в случае неуплаты - Полис считается не вступившим в силу. Таким образом, если бы данная услуга не была навязана, то было бы достаточно заполнения одного Полиса страхования, однако включив дополнительно данный пункт в условия Договора, Банк не оставил мне права выбора, перечислив сумму страхования жизни одновременно с перечислением суммы кредита в оплату договора, хотя по правилам Полиса у меня было бы три дня на данное перечисление. Еще одним доводом навязывания услуги является тот факт, что оплата страховки по умолчанию была произведена за счет кредитных денежных средств, хотя приобретение полиса КАСКО, который является обязательным условием предоставления кредита, я произвела за наличный расчет, о чем была изначальная договоренность при подаче документов в Банк. Свидетелем всех вышеуказанных обстоятельств является мой гражданский муж, Мерзлюков О.Д., находившийся все время рядом. Прошу: исключить из Договора условие об оплаты страхования жизни;</li> исключить сумму за страхование жизни из платежей и произвести перерасчет сумм. В случае отрицательного решения официальный ответ прошу направить заказным письмом по моему адресу регистрации. Ставлю в известность о том, что в случае решения не в мою пользу, я буду вынуждена обратиться с жалобой в ФАС, Роспотребнадзор, прокуратуру, суд и ЦБ РФ, а также обращаю внимание на огромное количество аналогичных жалоб в сети интернет в адрес Банка в части недобросовестного навязывания услуг, что подрывает репутацию одного из самых стабильных банков России. Я письменно обращалась на горячую линию ВТБ, мне дали ответ, что я могу расторгнуть договор, но деньги мне не вернут. То есть предложили те же условия, но без всяких обязательств со стороны банка. Получается я должна платить банку за услугу, которую не получила и уже не получу. Это грубое нарушение моих прав как потребителя!</li>",2,bad,"08 дек, 2014",vtb,Кредиты наличными,Инна,female
3,"Операционистка С. Тикунова, которая обслуживала меня, спросила меня, заказывал ли я деньги заранее. Я ответил, что нет, не заказывал, т.к. закон этого не требует. На что сотрудник банка Светлана, сказала, что читайте договор, это будут мои проблемы, если я приду, а денег не будет. В договоре сказано, что ""При подписании договора вкладчик подтверждает, что приложит все необходимые усилия для извещения банка не менее чем за 3 три дня о своем желании ДОСРОЧНО востребовать сумму вклада"". Однако, в ст. 837 ГК РФ говорится следующее: По договору банковского вклада любого вида банк обязан выдать сумму вклада или ее часть ПО ПЕРВОМУ ТРЕБОВАНИЮ вкладчика, за исключением вкладов, внесенных юридическими лицами на иных условиях возврата, предусмотренных договором. Условие договора об отказе гражданина от права на получение вклада по первому требованию ничтожно. Сотруднице вашего банка я об этом сказал, на что она как попугай повторяла мне ""Читайте договор"". На мои вопросы, адресованные ей, перестала отвечать в дальнейшем. На просьбу сообщить свое ФИО, она отказалась это сделать, сказала, что у нее на бейдже написано ФИО, только бейдж закрывали волосы и было не видно. Пришлось разглядывать внимательнее. Очень жаль, что в банке работают такие малограмотные сотрудники, которые совершенно не знают законодательства! В следующий раз трижды подумаю, прежде чем открывать вклад в вашем банке.",2,bad,"08 дек, 2014",jugra,Обслуживание,Андрей,male
4,"Очень плохо работаем. Банкоматы в офисе отделения банка в Чебоксарах по ул. Гагарина - Ленина работают только в дневное время, ночные часы нет. На двери написано, что банкоматы работают круглосуточно.",2,bad,"08 дек, 2014",vtb,Обслуживание,Кузнецов,unkn
5,"однако сотрудник оперзала предупредила,что это возможно лишь при одновременном заключении договора на оказание платных услуг (800рублей вгод) ,которые мне вовсе не нужны - при этом на официальном сайте банка таких ограничений я не нашел",2,bad,"08 дек, 2014",probiznesbank,Вклады,Юра,unkn
6,"Менеджер пытался ввести в заблуждения и говорил, якобы эта услуга влияет на одобряемость банка! Кредит все равно был одобрен с ней! Договор еще не подписан, могу ли я отказаться от страховки до его подписания и как это может повлиять на положительный ответ от банка??",2,bad,"05 дек, 2014",vtb,Кредиты наличными,Алексей,male
7,"Коновалов Д. В. Заявку подал в офисе г.Новоуральск,Фрунзе 9. заявка подана 13.11.2014г.",2,bad,"04 дек, 2014",vtb,Ипотека,Денис,male
8,"Рекламная акция ""Подарок вкладчику"" с целью поддержки положительного имиджа банка очень огорчает тем, что подарок не могут выдать сразу, даже в течении недели, даже до середины месяца неизвестно ( эта акция не только-что началась, а уже даже закончилась). И придется отдельно ехать, и появляются смутные сомнения...</li> Создалось впечатление, что банк не очень заинтересован в предлагаемой им услуге TRUST ONLINE. Молоденькая девушка оператор оказалась в этом не компетентной, а когда подошла вторая очередь к другой, уже оказалось что до закрытия 2 часа и в следующий рабочий день в субботу они этим не занимаются. Хотелось бы не жалеть о потраченном времени.</li>",2,bad,"03 дек, 2014",trast,Обслуживание,Василий,male
9,"Мы с женой 6.10.2014 г. оформляли договор покупки квартиры в ипотеку в г.Санкт-Петербург . 11.10.2014 должны были получать документы в регистрационной Палате, но этого непроизошло по простой причине сотрудница банка Гончарова С. невнимательно подготовила документы по оценке квартиры банком. Мы потеряли время деньги и нервы .Документы она Гончарова переделала в течении полу часа но извенений мы не услышали. Докуметы пришлось запускать заново в регистрационную палату и ждать 5 дней жить на сьёмной квартире договариваться с со своим руководством о продлении отпусков.В итоге документы документы мы о регистрации права мы получили 27.10.Прошу руководство банка наказать данного сотрудника(лишив его квартальной и годовой премий).Данный сотрудник работает в отделении банка находяшегося возле метро Сенная Площадь .Копию приказа о наказании данного сотрудника выслать мне на почтовый ящик.Надеюсь на понимание.)",2,bad,"02 дек, 2014",vtb,Обслуживание,Анатолий,male
10,"В условия Договора помимо суммы для оплаты приобретенного мною ТС в размере 519900 руб. по умолчанию была включена сумма в размере 27450.72 рубля для оплаты по договору страхования жизни. Данная услуга была навязана Банком, что в соответствии с ГК РФ и Законом «О защите прав потребителей» нарушает мои права, учитывая тот факт, что сумма кредита и так выдана под залог приобретенного автомобиля. Также прошу учесть, что при предоставлении мною всех необходимых документов, сотрудником Банка изначально была подана заявка на рассмотрение кредита уже с содержанием условия о страховании жизни, о чем я не был предупрежден изначально. Иначе бы я сделал выбор в сторону другой финансовой организации. Соответственно, получив одобрение на кредит, договор уже содержал вышеуказанное условие. На мой вопрос, можно ли данный пункт исключить из договора и не заключать договор страхования, сотрудник Банка сказал, что в этом случае документы будут возвращены в Банк для прохождения повторной процедуры согласования. В текущей ситуации такой вариант не представлялся возможным, т.к. крайним сроком для внесения денежных средств за т\с было 28 ноября 2014 г. Так же обращаю внимание на то, что согласно п. 4 Полиса страхования страховая премия подлежит оплаты в течение 3 рабочих дней, а в случае неуплаты - Полис считается не вступившим в силу. Таким образом, если бы данная услуга не была навязана, то было бы достаточно заполнения одного Полиса страхования, однако включив дополнительно данный пункт в условия Договора, Банк не оставил мне права выбора, перечислив сумму страхования жизни одновременно с перечислением суммы кредита в оплату договора, хотя по правилам Полиса у меня было бы три дня на данное перечисление. Еще одним доводом навязывания услуги является тот факт, что оплата страховки по умолчанию была произведена за счет кредитных денежных средств, хотя приобретение полиса КАСКО, который является обязательным условием предоставления кредита, я производил за наличный расчет, о чем была изначальная договоренность при подачи документов в Банк. Свидетелем всех вышеуказанных обстоятельств является моя жена, Савельева М. В. Прошу: исключить из Договора условие об оплаты страхования жизни;</li> исключить сумму за страхование жизни из платежей и произвести перерасчет сумм. В случае отрицательного решения официальный ответ прошу направить заказным письмом по моему адресу регистрации. Ставлю в известность о том, что в случае решения не в мою пользу, я буду вынужден обратиться с жалобой в ФАС, Роспотребнадзор, прокуратуру, суд и ЦБ РФ, а также обращаю внимание на огромное количество аналогичных жалоб в сети интернет в адрес Банка в части недобросовестного навязывания услуг, что подрывает репутацию одного из самых стабильных банков России.</li>",2,bad,"29 нояб, 2014",vtb,Кредиты наличными,Юрий,male
11,"Вежливые и красивые менеджеры всё мне посчитали и озвучили сумму больше чем стояла в графике для досрочного погашения кредита.То,что я пользовался кредитом половину срока это их как-то совсем не интересовало.Открываю кредитный калькулятор для досрочного погашения кредита пробизнесбанка ввожу все свои цифры,калькулятор выдаёт другую сумму,разница 7000 рублей.Может кто-то скажет,что брать хорошо,отдавать жалко я согласен.",2,bad,"26 нояб, 2014",probiznesbank,Кредиты наличными,Александр,male
12,"По истечении срока действия карты, я позвонила в банк и заказала новую с доставкой курьером. При этом убедительно запросила доставить не по месту прописки, а по другому, в другом городе, назвала точный адрес, оператор внесла его в базу данных и подтвердила. В итоге, они буквально три раза отправляли курьера с моей новой картой именно по месту прописки, где меня не было ! Курьер каждый раз звонил мне с места доставки с вопросом "".. вы на месте, я подъезжаю к вашему дому ?..."" после чего я сразу вынуждена была звонить в банк с возмущенным вопросом, почему отправили курьера не туда , я же в другом городе ! Курьер тоже ругался , потому что впустую приехал. Оператор приносил извинения и В очередной раз делал пометки в базе об адресе доставки... и так было три раза, пока в последний я ни разругалась очень сильно.. в итоге они все-таки доставили мне карту. И не лень им было тратить деньги на курьерские услуги , мои нервы и тд... очень сильно подкосили свою репутацию за последние пару лет. Хотя в этом году новую карту выпустили аж на 4 года и доставили мне на работу быстро и без проблем",2,bad,"21 нояб, 2014",citibank,Обслуживание,Наталья,female
13,"Разница между курсом покупки-продажи валют 2 руб. Это лучше конечно чем в Сбербанке, но в общем, оба этих банка выколачивают деньги собственных клиентов, привязанных к ним зарплатными картами! Из плюсов - грамотные, профессиональные сотрудники филиалов. ( Приятно конечно, но ситуацию не спасает.) Наконец-то, с принятием закона о зарплатном рабстве, можно будет перечислять зарплату в действительно достойные банки!",2,bad,"19 нояб, 2014",vtb,Вклады,Игорь,male
14,"Мне сообщили что надо немедленно писать жалобу в ЦБ на сайте! Чтобы ЦБ внимательно проверил все их действия! После этого я звонил в Банк и спросил у них что с моим счётом, они сказали, что ограничений нет. Есть только ограничения по обналичиванию через кассу из за недостатка денежных средств! Короче не знаю что делать! У кого нибудь с 13.11 получилось перевести в другой банк средства?",2,bad,"14 нояб, 2014",2tbank,,Александр,male
15,"Терминала, стоящего при входе на внесение средств не обнаружила (демонтирован), обратилась к сотруднице банка, которая перенаправила меня сразу в кассу № 2. Зайдя, приветствия со стороны сотрудницы банка Прилуковой (фамилия неточна), Ангелины не услышала, На протянутые деньги и карту банка (т.к. наличные денежные средства идут на зачисление на счет физ.лица с использованием платежной карты), Ангелина мне буркнула: ""Паспорт""...А дальше оформила справку о приме наличных средств и просто БРОСИЛА в ответ. Когда уже мы дождемся ВЕЖЛИВОГО и ТАКТИЧНОГО обращения к клиентами банка? Научите наконец Ваших сотрудников ВИДЕТЬ и СЛЫШАТЬ клиентов банка.Прошу Администрацию данного филиала учесть мое обращение.",2,bad,"13 нояб, 2014",promsvjazbank,Обслуживание,Наталья,female
16,А где реквизиты то взять???,2,bad,"12 нояб, 2014",zapadnyj,Кредиты наличными,Яна,female
17,"так как при оплате товара в магазине,в аптеке -карта не читалась или просили вставить другую карту.Обратилась в банк.Попробовали снять деньги в банкомате,как ни странно деньги выдал.пришло смс на телефон о снятии денег.но сумма была не указана.Снимать деньги с карточки мне не выгодно,так как берут большие проценты.Позвонили в Москву объяснив проблему с карточкой.порекомендовали перевыпустить карту.написала заявление.Теперь еще проблема с интернет банком.пароль выслали на третий раз.Захожу на сайт банка,ввожу логин и пароль опят отказ-неправильный пароль или логин.звоню в Москву но информацию не могут дать так как кодовое слово не совпадает.Логин и кодовое слово написаны в договоре.сказали обратится в банк.За сегодня я три раза посетила банк.теперь опять идти.Почему я свое личное время должна тратить на походы в банк.",2,bad,"11 нояб, 2014",binbank,Кредитные карты,Елена,female
18,"Основная претензия в отсутствии уведомления о блокировке ни 9 числа ни 10, ни конечно 11. Все контактные данные верны и актуальны. И выяснить про причины блокировки получилось ТОЛЬКО при личном визите. 10 числа операторы call центра как обычно расписывались в отсутствии возможностей, полномочий и т.д. даже после подтверждения личности ничего не могли сказать толком - мол приезжайте родной вы наш ножками, делов то... вам жеж надо. Вам зачем контактные данные ? спам слать или использовать как придирку в разбирательствах? о блоке я узнал когда попытался воспользоваться своими деньгами. с 9 числа прошла куча времени, был сбой, это всё понять можно понять НО! где уведомление 10 числа.. 11 числа ? где ? ""не можем"", ""не предусмотрено"", ""у нас вот так""... если б ещё деньгами можно было воспользоваться куда ни шло.. а так даже несчастную форму обращения клиента и ту пришлось получать ЛИЧНО т.к. скачать её на сайте нельзя, а сотрудник call центра ДАЖЕ и в МЫСЛЯХ не может себе представит чтобы выслать это бланк на email (срам то какой.. чего просит бесстыдник!!! ) - шляпа и профессиональная импотенция. Да всё вежливо, не спорю Результат на данный момент такой: карта заблокирована, сроков назвать не могут (только какой то там максимальный-африканский - эдак и я могу 100% в этом столетии ). Деньги конечно тоже заблокированы и даже имея паспорт воспользоваться ими нельзя. Обращение в банк оформлено, номер присвоен.",2,bad,"11 нояб, 2014",vtb,Кредитные карты,Антон,male
19,"Только в нашей семье 2 человек пользуются вашими терминалами- я работаю в системе ОАО РЖД и сын - студент получает стипендию через ваши банкоматы. И это только отдельно взятая наша семья! Чтобы снять наличные вынуждены ехать в Красноярск, либо снимать в банкоматах других банков с комиссией . У нас стоял банкомат в магазине ""Командор"" но уже какую неделю он на модернизации. Просим вас детально изучить данный вопрос и не до хорошего- вернуть нам хотя бы один терминал.",2,bad,"11 нояб, 2014",vtb,Обслуживание,Кракова,unkn
20,"Банкомат выдал 1 купюру достоинством 1 тыс. руб. и все. Тут же пришла смс о списании 5 тыс. руб. Я пенсионерка, для меня эта сумма большая и сейчас у меня сложная жизненная ситуация. Обращаюсь к оператору, она сообщает мне, что я уже 3 клиент за этот день, пострадавший от этого аппарата, и ставит на банкомат табличку о неисправности. Предлагает мне ждать администратора, что бы написать претензию. Через полчаса приходит администратор, принимает претезнию от меня и еще одного пострадавшего клиента, который пытался снять деньги в этом банкомате в 13.00, после чего была поставлена табличка о неисправности. Ко времени моего прихода, табличка была убрана (!?) оператором (это при мне выяснила администратор). Я понимаю, что банкоматы могут давать сбои, но работники должны были изолировать неисправную технику. Мне не грубили, но и слов извинения я не услышала. Являюсь давним клиентом банка, ранее претензий не имела.",2,bad,"11 нояб, 2014",vtb,Обслуживание,Людмила,female
21,"заказал пластиковую карту. Обещали изготовить ее в течение 5 рабочих дней. Прошло почти 1,5 месяца, карта до сих пор не готова. Я допускаю, что могут быть определенные проблемы, например, сломался станок по изготовлению карт. Но никакой информации о сроках изготовления карты в офисе предоставить не могут. Обещают отправить СМС о готовности карты, но когда произойдет это долгожданное событие сказать ничего не могут. В связи с этим делаю вывод, что в данной организации либо ужасный бардак, либо они испытывают определенные проблемы, и желания сотрудничать с ними в дальнейшем становится все меньше.",2,bad,"09 нояб, 2014",intekhbank,Обслуживание,Эдуард,male
